IdYearly,Station,Dates,pH,Dissolved Oxygen (mg/L),Water Temperature (°C),Suspended solids (mg/L),Conductivity (µS/cm),5-Day Biochemical Oxygen Demand (mg/L),Ammonia-Nitrogen (mg/L),Total Phosphorus (mg/L),Nitrate-Nitrogen (mg/L),Nitrite-Nitrogen (mg/L)
435,PR6,4/10/2014,7.1,9,20.8,1.9,92,0.6,0.11,0.08,1.5,0.014
436,PR6,5/30/2014,7.2,8.8,27.2,1.3,130,0.5,0.05,0.08,1.8,0.008
437,PR6,6/12/2014,7.1,8.5,26,1.6,134,0.9,0.12,0.1,1.9,0.023
438,PR6,7/24/2014,7.4,7.6,27.2,1.4,133,0.9,0.059,0.07,1.7,0.016
439,PR6,8/21/2014,7.4,8.3,26,3.7,114,0.5,0.068,0.05,1.4,0.006
440,PR6,9/25/2014,7.6,8.1,27.3,0.5,145,0.8,0.12,0.09,1.7,0.028
441,PR6,10/24/2014,7.6,7.8,24.3,1,146,0.6,0.11,0.09,1.4,0.028
442,PR6,11/26/2014,7.4,7.5,22.4,1.1,147,1.3,0.35,0.13,1.7,0.064
443,PR6,12/18/2014,7,9.7,14.9,1.4,133,1.9,0.62,0.17,2.2,0.057
444,PR7,1/16/2014,8.7,9.9,16.1,15,9901,3.8,0.21,0.07,0.86,0.028
445,PR7,2/24/2014,9.3,10.1,18.5,28,517,2.8,0.15,0.09,0.95,0.025
446,PR7,3/24/2014,7.7,10.2,20.1,5.5,4402,1.9,0.1,0.07,0.76,0.025
447,PR7,4/10/2014,9,9,20.8,110,127,1.7,0.062,0.05,0.61,0.033
448,PR7,5/30/2014,8,8.2,27.9,3.8,3554,1.1,0.01,0.03,0.38,0.011
449,PR7,6/12/2014,7.5,7.8,27.6,11,4499,1.2,0.057,0.04,0.51,0.011
450,PR7,7/24/2014,7.9,7.9,28.2,4.1,516,2,0.008,0.03,0.45,0.008
451,PR7,8/21/2014,7.7,8.2,26.2,15,110,0.6,0.019,0.03,0.44,0.012
452,PR7,9/25/2014,7,8.3,28.8,3.7,4405,1.7,0.038,0.04,0.46,0.012
453,PR7,10/24/2014,7.5,7.2,25.3,5.8,9999,1,0.14,0.06,0.62,0.012
454,PR7,11/26/2014,7.8,8.4,23.1,6.1,758,1.6,0.09,0.05,0.97,0.021
455,PR7,12/18/2014,7.5,10.7,15.9,3.3,1551,1.7,0.15,0.06,0.97,0.016
456,PR8,1/16/2014,8,9.9,16,4,384,7.9,0.14,0.1,1.1,0.032
457,PR8,2/24/2014,8,9.5,17.9,3.8,292,4.3,0.15,0.13,1.2,0.047
458,PR8,3/24/2014,7.4,9.5,19.3,7.6,160,3.3,0.083,0.11,0.81,0.023
459,PR8,4/10/2014,9.5,8.7,20.7,89,134,2,0.07,0.04,0.71,0.042
460,PR8,5/30/2014,7.9,8.2,27.1,1.7,140,1.1,0.023,0.05,0.52,0.019
461,PR8,6/12/2014,7.9,7.9,26.8,26,143,1.2,0.044,0.05,0.72,0.018
462,PR8,7/24/2014,8.5,7.7,27.7,1.8,365,1.9,0.048,0.06,0.77,0.014
463,PR8,8/21/2014,7.8,8.1,26.1,3.5,127,0.8,0.038,0.04,0.63,0.014
464,PR8,9/25/2014,7.6,7.6,28.3,1.3,167,4.9,0.016,0.05,0.75,0.017
465,PR8,10/24/2014,7.8,7.7,25.1,2.2,207,1.1,0.068,0.07,0.86,0.01
466,PR8,11/26/2014,8.2,7.7,23.2,1.8,508,2.6,0.009,0.05,1,0.007
467,PR8,12/18/2014,7.5,9.3,16.4,0.5,320,2.6,0.097,0.06,1.1,0.01
468,RB1,1/8/2014,7.8,9.9,19.5,3.6,170,3,0.6,0.35,0.93,0.13
469,RB1,2/7/2014,8,10.8,22.2,7.1,188,5,0.65,0.55,1.2,0.19
470,RB1,3/6/2014,7.8,10.3,20,8.1,182,5.2,0.66,0.44,1.4,0.2
471,RB1,4/7/2014,7.4,9.6,20.7,2.7,126,1.2,0.24,0.26,0.8,0.055
472,RB1,5/8/2014,7.6,9,23.9,3.9,163,1.9,0.23,0.31,0.94,0.098
473,RB1,6/6/2014,7.7,8.5,28.5,3.2,116,1.8,0.089,0.23,0.45,0.05
474,RB1,7/2/2014,7.8,7.2,28.8,3.2,85,0.9,0.089,0.19,0.51,0.035
475,RB1,8/6/2014,7.6,7.8,28.2,12,116,2.3,0.14,0.21,0.47,0.03
476,RB1,9/1/2014,8,8.8,31.6,11,148,3.4,0.097,0.3,0.75,0.048
477,RB1,10/6/2014,7.9,9.1,27.5,6.6,134,1.5,0.086,0.25,0.63,0.044
478,RB1,11/6/2014,8.2,9.2,26.4,2.6,168,1.7,0.14,0.34,1.1,0.093
479,RB1,12/1/2014,7.7,8.8,20.8,3.1,179,4.2,0.3,0.41,1.2,0.15
480,RB2,1/8/2014,7.2,8.2,19.3,11,216,9.8,2.3,0.56,0.034,0.017
481,RB2,2/7/2014,7.3,7.4,21.1,9,263,8.3,3.8,0.78,0.77,0.14
482,RB2,3/6/2014,7.1,7.7,17.9,4.6,264,7.6,3.1,0.5,0.56,0.1
483,RB2,4/7/2014,7.3,8.6,19.7,3.7,85,4.6,0.49,0.23,0.79,0.073
484,RB2,5/8/2014,7.3,8,22.3,5.3,194,2,0.97,0.23,0.98,0.13
485,RB2,6/6/2014,7.3,6.5,28.1,5.9,170,4.7,0.61,0.29,0.22,0.1
486,RB2,7/2/2014,7.7,5.8,28.9,3.8,119,2.4,0.73,0.2,0.57,0.12
487,RB2,8/6/2014,7.5,6.9,28,3.1,162,3,0.52,0.22,0.57,0.12
488,RB2,9/1/2014,7.6,7.1,28.7,6.9,195,5.3,0.75,0.4,0.17,0.069
489,RB2,10/6/2014,7.3,6.8,25.9,5,188,5.1,0.82,0.38,0.29,0.11
490,RB2,11/6/2014,7.6,7.4,24.5,3.4,221,6.2,1.5,0.36,0.075,0.008
491,RB2,12/1/2014,7.3,6.3,22.9,4.5,252,12,2.1,0.66,0.066,0.022
492,RB3,1/8/2014,7.2,7.9,20.1,11,289,26,1.9,0.52,0.009,0.004
493,RB3,2/7/2014,7.5,10.1,22.5,11,264,6.7,2.7,0.63,0.36,0.075
494,RB3,3/6/2014,7.1,6.6,17.4,27,296,7.2,3.4,0.59,0.65,0.091
495,RB3,4/7/2014,7.1,8.5,20.4,12,195,3.2,0.95,0.31,0.85,0.074
496,RB3,5/8/2014,7.3,9.1,23.8,12,234,4,1.3,0.25,0.97,0.16
497,RB3,6/6/2014,7.4,8,28.9,7.5,231,7.1,0.65,0.25,0.38,0.082
498,RB3,7/2/2014,7.8,7.3,28.7,6.6,128,1.4,0.52,0.23,0.62,0.083
499,RB3,8/6/2014,7.5,8.9,29.8,9.7,212,7.2,0.47,0.24,0.45,0.093
500,RB3,9/1/2014,7.8,8.4,30.3,5.9,279,5.9,0.73,0.39,0.42,0.076
501,RB3,10/6/2014,7.1,4,27.7,6.4,169,3.4,1.4,0.26,1.7,0.13
502,RB3,11/6/2014,7.3,4.2,25.3,11,423,4.9,3.3,0.56,2.9,0.17
503,RB3,12/1/2014,7.3,5.7,21.9,7.5,283,14,2.7,0.69,0.23,0.049
504,TC1,1/20/2014,6.9,9.3,16.4,1.6,62,0.1,0.027,0.02,0.024,0.004
505,TC1,2/12/2014,6.9,9.8,13.3,1,42,0.5,0.005,0.02,0.12,0.002
506,TC1,3/14/2014,6.9,8.5,18.7,1.7,77,0.4,0.011,0.02,0.065,0.004
507,TC1,4/17/2014,7,8.1,23.9,0.8,3581,0.4,0.036,0.02,0.096,0.003
508,TC1,5/23/2014,6.7,8,24.7,6.4,52,0.4,0.021,0.02,0.29,0.003
509,TC1,6/13/2014,6.7,7.4,27.5,1.5,2784,0.5,0.03,0.02,0.088,0.005
510,TC1,7/25/2014,7.4,7.5,28.2,1.2,60,0.1,0.005,0.02,0.045,0.002
511,TC1,8/25/2014,7.3,7.8,27.2,0.9,65,0.3,0.13,0.05,0.23,0.014
512,TC1,9/24/2014,6.8,7.4,26,0.5,50,0.1,0.011,0.02,0.042,0.002
513,TC1,10/27/2014,7.2,7.4,25.1,1.1,62,0.1,0.008,0.02,0.01,0.002
514,TC1,11/24/2014,7.3,7.9,23.1,0.6,186,0.2,0.01,0.02,0.02,0.002
515,TC1,12/17/2014,6.8,9.1,16.5,0.8,50,0.1,0.007,0.02,0.032,0.002
516,TC2,1/20/2014,8.1,9.5,21.3,3,80,1.6,0.023,0.02,0.002,0.002
517,TC2,2/12/2014,7.4,11,12.1,1.2,69,1.1,0.016,0.02,0.12,0.002
518,TC2,3/14/2014,7.4,9.2,21.5,3.2,80,0.2,0.014,0.02,0.035,0.002
519,TC2,4/17/2014,7.3,8,29.5,1.5,185,1.4,0.017,0.02,0.01,0.002
520,TC2,5/23/2014,6.9,8.1,25.1,4.7,101,0.7,0.03,0.04,0.24,0.004
521,TC2,6/13/2014,7,7.5,30.8,3.9,8394,0.5,0.024,0.02,0.055,0.006
522,TC2,7/25/2014,7.7,8,31.7,2.6,94,1,0.011,0.02,0.002,0.002
523,TC2,8/25/2014,7.3,8.2,29.8,1.1,90,0.6,0.007,0.02,0.011,0.002
524,TC2,9/24/2014,7.3,8,28.9,2.4,92,0.6,0.013,0.02,0.002,0.002
525,TC2,10/27/2014,7.8,7.8,30.6,2.1,170,0.5,0.014,0.02,0.002,0.002
526,TC2,11/24/2014,7.5,8.2,27.9,4.6,280,0.6,0.017,0.02,0.002,0.002
527,TC2,12/17/2014,7,9.8,17.3,3.1,67,0.1,0.014,0.02,0.011,0.002
528,TC3,1/20/2014,7.6,9.5,17.9,6.2,389,11,1.3,0.35,0.11,0.01
529,TC3,2/12/2014,7.8,10.2,12.6,3,251,12,0.98,0.11,0.21,0.012
530,TC3,3/14/2014,7.4,8.5,19.2,8.5,118,23,0.58,0.32,0.069,0.028
531,TC3,4/17/2014,8,8.3,25.8,1.4,137,9.7,0.55,0.09,0.061,0.004
532,TC3,5/23/2014,6.7,8.3,24.8,12,50,0.3,0.065,0.02,0.24,0.003
533,TC3,6/13/2014,7.9,7.8,29.1,1.5,166,2.9,0.69,0.1,0.051,0.004
534,TC3,7/25/2014,8.3,8,28.8,1.4,123,1.3,0.57,0.07,0.05,0.004
535,TC3,8/25/2014,8.2,8.2,28.6,0.9,91,0.8,0.18,0.03,0.064,0.002
536,TC3,9/24/2014,7.7,8.2,27,1.2,65,2,0.5,0.07,0.08,0.007
537,TC3,10/27/2014,8.2,8,27.8,1.9,195,3.6,1,0.13,0.13,0.011
538,TC3,11/24/2014,8,8.2,24.9,2.2,100,7.4,1.3,0.26,0.11,0.019
539,TC3,12/17/2014,7.4,9.5,16.2,3.3,138,7.3,1.6,0.24,0.14,0.019
540,TN1,1/9/2014,7.8,4.9,18.2,8.4,746,33,7.1,0.84,0.002,0.006
541,TN1,2/13/2014,9.2,9.9,10.4,120,349,17,1.7,0.3,1.2,0.17
542,TN1,3/10/2014,7.5,4.6,17.8,18,1761,37,9.3,1.4,0.84,0.69
543,TN1,4/2/2014,7.6,7.9,21.2,11,445,9.8,2.4,0.56,1.6,0.11
544,TN1,5/15/2014,7.5,5.2,26.8,8.7,709,15,5.1,0.7,0.93,0.22
545,TN1,6/9/2014,7.6,5,29,16,779,38,7.3,0.94,0.002,0.002
546,TN1,7/9/2014,7.7,4.1,30.2,9.3,721,22,6,0.99,0.008,0.003
547,TN1,8/7/2014,8.2,3.1,30.6,15,1272,27,7.3,0.91,0.002,0.007
548,TN1,9/10/2014,8.1,3.3,30.1,19,1362,33,7.5,1,0.002,0.002
549,TN1,10/13/2014,7.7,5.6,27.5,5,1415,26,5.9,0.89,0.74,0.34
550,TN1,11/14/2014,7.7,3.9,23.1,7.8,1458,17,7.2,0.94,0.23,0.11
551,TN1,12/5/2014,7.8,4.2,19.9,4.9,1415,19,0.35,1.1,0.93,0.21
552,TN2,1/9/2014,7.6,11.7,17.3,2.5,140,1.9,0.67,0.18,2.3,0.03
553,TN2,2/13/2014,7.8,10.2,12.3,64,175,7.1,2.3,0.36,2.3,0.084
554,TN2,3/10/2014,7.5,10.1,18,4.1,271,2.8,1.5,0.44,3,0.061
555,TN2,4/2/2014,8.3,8.8,20.3,33,238,1.8,0.29,0.05,1.5,0.066
556,TN2,5/15/2014,7.3,7.8,26.9,6.9,161,0.7,0.4,0.07,2,0.071
557,TN2,6/9/2014,7.2,8,30,3.3,159,1.6,1.1,0.19,1.5,0.044
558,TN2,7/9/2014,7.6,7.5,31.1,4.1,201,2.8,1.2,0.18,2,0.039
559,TN2,8/7/2014,7.7,8.4,31,4.2,213,2.4,1.4,0.22,2.2,0.075
560,TN2,9/10/2014,8,7.9,30,4.4,184,3.4,1.6,0.27,1.4,0.025
561,TN2,10/13/2014,7.3,8.7,28.5,3.7,286,7,3.6,0.46,1.5,0.085
562,TN2,11/14/2014,7.5,6.1,23.5,2,461,8.9,7,1.2,1.3,0.12
563,TN2,12/5/2014,7.7,8.6,19.3,0.6,304,4.2,2.7,0.35,2.9,0.078
564,TN3,1/9/2014,8,7.2,17.4,3,38691,2.9,0.41,0.07,0.24,0.03
565,TN3,2/13/2014,7.8,8.7,13.2,14,18433,5.5,0.69,0.1,0.7,0.053
566,TN3,3/10/2014,7.8,6.3,17,2.6,37345,2.7,0.37,0.05,0.31,0.03
567,TN3,4/2/2014,7.5,7.6,20.6,29,8064,3,0.6,0.09,0.94,0.053
568,TN3,5/15/2014,7.6,6.2,26.9,2,17696,1.3,0.5,0.08,0.94,0.075
569,TN3,6/9/2014,7.3,4.2,30,2.7,12021,2.3,0.49,0.07,0.94,0.07
570,TN3,7/9/2014,7.6,6,31.7,3.3,24627,2.9,0.29,0.07,0.49,0.048
571,TN3,8/7/2014,7.5,4.2,31,1.2,25015,1.4,0.33,0.07,0.36,0.043
572,TN3,9/10/2014,7.6,4.9,29.8,3.1,40518,1.4,0.32,0.07,0.43,0.092
573,TN3,10/13/2014,7.7,5.4,28.5,2.9,44605,1.6,0.25,0.07,0.35,0.08
574,TN3,11/14/2014,8,6.1,22.8,2.9,37870,0.5,0.34,0.06,0.41,0.053
575,TN3,12/5/2014,8.2,6.2,19.9,3.2,39475,1.5,0.35,0.06,0.24,0.02
576,TN4,1/9/2014,8.3,9.3,16.5,5.1,32910,7.1,0.2,0.06,0.45,0.039
577,TN4,2/13/2014,7.8,8.7,12.9,6.9,16434,4.8,1.2,0.1,0.74,0.073
578,TN4,3/10/2014,7.7,6.5,16.7,2.8,37164,1.3,0.54,0.07,0.23,0.035
579,TN4,4/2/2014,7.8,8,20.5,12,2771,3.4,0.61,0.07,0.88,0.048
580,TN4,5/15/2014,7.6,6.1,27.1,2.4,13875,1.4,0.48,0.08,0.96,0.077
581,TN4,6/9/2014,7.5,6.3,29.9,4.3,17143,1.9,0.29,0.05,0.92,0.075
582,TN4,7/9/2014,7.5,5.6,31.6,4.3,24002,1.8,0.25,0.04,0.5,0.05
583,TN4,8/7/2014,7.5,5.4,30.9,2.6,26103,1.7,0.25,0.07,0.44,0.043
584,TN4,9/10/2014,7.6,5.1,30.2,1.7,34157,1.6,0.35,0.06,0.42,0.065
585,TN4,10/13/2014,7.6,6.9,27,1.8,37395,1.6,0.31,0.06,0.38,0.039
586,TN4,11/14/2014,8.2,8.3,23.6,2.7,37541,0.7,0.15,0.05,0.41,0.041
587,TN4,12/5/2014,8.1,6.5,19.7,3,37509,1.3,0.39,0.06,0.27,0.023
588,TN5,1/9/2014,7.8,7,16.3,1.8,32430,4.3,0.31,0.06,0.5,0.037
589,TN5,2/13/2014,7.8,7.7,13.2,15,18253,5.5,0.78,0.1,0.7,0.06
590,TN5,3/10/2014,7.8,6.3,17.1,2,39101,2.1,0.38,0.06,0.21,0.03
591,TN5,4/2/2014,7.5,7.7,20.7,12,5603,3.4,0.6,0.08,0.93,0.058
592,TN5,5/15/2014,7.5,5.5,27,2.1,17345,1.4,0.52,0.08,0.94,0.078
593,TN5,6/9/2014,7.4,4.8,30,3.3,21020,2.1,0.46,0.06,0.95,0.071
594,TN5,7/9/2014,7.6,6,31.9,3.8,25594,1.7,0.27,0.05,0.51,0.05
595,TN5,8/7/2014,7.5,4.8,31.2,1.6,24072,1,0.35,0.07,0.36,0.045
596,TN5,9/10/2014,7.5,4.8,30,1.6,41422,1.2,0.33,0.06,0.43,0.091
597,TN5,10/13/2014,7.6,4.9,27.2,2.8,37189,1.9,0.35,0.07,0.38,0.048
598,TN5,11/14/2014,8.1,6.5,23.3,5.6,41081,0.1,0.27,0.06,0.37,0.048
599,TN5,12/5/2014,8.1,5.6,19.9,6,38148,1.1,0.35,0.06,0.27,0.022
600,TN6,1/9/2014,7.7,6.8,17,2.5,37099,2.1,0.36,0.06,0.28,0.033
601,TN6,2/13/2014,7.8,7.3,14.5,4,33849,3.9,0.43,0.06,0.28,0.028
602,TN6,3/10/2014,7.7,7,17.1,2.1,39478,1.2,0.32,0.05,0.2,0.027
603,TN6,4/2/2014,7.3,6.5,20.8,9.3,13719,2.7,0.76,0.14,0.97,0.065
604,TN6,5/15/2014,7.5,7,26.5,2.2,26146,0.7,0.59,0.07,0.91,0.11
605,TN6,6/9/2014,7.2,5.3,29.3,3.9,16383,3.2,0.68,0.1,1.2,0.064
606,TN6,7/9/2014,7.2,5.2,30.6,1.8,26077,1.5,0.4,0.05,0.53,0.054
607,TN6,8/7/2014,7,4.1,29.7,6.5,14518,1.7,0.43,0.09,0.32,0.054
608,TN6,9/10/2014,7,5.1,30.7,1.5,38713,1.2,0.42,0.06,0.39,0.07
609,TN6,10/13/2014,7.6,5.4,27.5,3.1,38370,1.5,0.26,0.06,0.34,0.079
610,TN6,11/14/2014,8,6.1,23.5,2.6,38094,0.1,0.29,0.07,0.36,0.061
611,TN6,12/5/2014,8.1,6.2,20.3,4.4,42937,0.7,0.29,0.05,0.14,0.014
612,TR12,1/13/2014,7.7,10,15.5,29,236,5.4,0.73,0.59,1.5,0.15
613,TR12,2/19/2014,8.1,10,13.6,37,239,8.1,3.3,0.43,0.84,0.13
614,TR12,3/19/2014,7.8,8.5,22.4,14,318,6.1,1.6,0.34,1.5,0.41
615,TR12,4/25/2014,7.8,8.4,22.5,7.3,207,4.3,0.71,0.38,1.9,0.23
616,TR12,5/22/2014,7.8,8.2,25.7,4.6,191,1.4,0.19,0.1,0.72,0.047
617,TR12,6/19/2014,7.5,7,29.2,8.4,434,5.8,2.3,0.75,0.83,0.18
618,TR12,7/17/2014,8.4,11.2,31.6,1.4,317,2.8,2.1,0.43,2.3,0.58
619,TR12,8/18/2014,8.5,8.7,29.1,5.8,228,0.3,0.43,0.21,0.97,0.083
620,TR12,9/22/2014,7.5,11.2,30.7,1.9,400,3.4,1.4,0.73,3.4,0.82
621,TR12,10/15/2014,7.4,8.5,28.3,5,657,5.4,3.6,0.95,2.8,0.78
622,TR12,11/21/2014,8,8.4,25,3.4,513,2,0.21,0.11,1.2,0.044
623,TR12,12/15/2014,7.7,8.9,18.2,0.9,520,3.1,2.3,0.25,2,0.5
624,TR12B,1/13/2014,7.9,10.6,16.1,1.7,112,0.3,0.077,0.06,1.2,0.013
625,TR12B,2/19/2014,7.5,11.1,12.7,1.8,98,1.5,0.14,0.09,1.5,0.031
626,TR12B,3/19/2014,8.4,10.7,25.3,2,138,1.1,0.062,0.08,1,0.011
627,TR12B,4/25/2014,7.3,9.3,22.6,1.7,100,0.7,0.047,0.08,1.3,0.014
628,TR12B,5/22/2014,7.2,8.6,26.3,2.2,83,0.1,0.02,0.04,0.7,0.009
629,TR12B,6/19/2014,7.6,8.6,31.7,4.1,87,0.6,0.042,0.09,0.61,0.009
630,TR12B,7/17/2014,8,9.2,31.8,2.4,100,1,0.036,0.05,0.38,0.004
631,TR12B,8/18/2014,7.5,8.4,31.3,1.5,56,0.1,0.027,0.05,0.44,0.005
632,TR12B,9/22/2014,7.9,8.8,28.2,1.9,122,0.6,0.042,0.06,0.86,0.03
633,TR12B,10/15/2014,8.2,9.1,26.2,3.3,112,0.8,0.045,0.04,0.52,0.006
634,TR12B,11/21/2014,7.7,9.5,23.8,0.5,115,1,0.034,0.05,0.81,0.006
635,TR12B,12/15/2014,7.7,10.3,17.9,0.7,102,0.9,0.026,0.04,0.92,0.014
636,TR12C,1/13/2014,7.4,9.5,16,5,177,5.6,1.4,0.25,0.85,0.098
637,TR12C,2/19/2014,7.5,9.4,13.4,17,280,9.6,2.5,0.25,1.3,0.097
638,TR12C,3/19/2014,7.4,7.6,23,16,262,13,2.4,0.46,0.78,0.2
639,TR12C,4/25/2014,7.2,7,22.8,250,226,8.3,1.5,0.37,1.1,0.12
640,TR12C,5/22/2014,7.3,7.7,25.8,8.6,182,6.4,0.57,0.18,0.83,0.087
641,TR12C,6/19/2014,7.3,7.8,28.7,20,247,3.9,0.83,0.18,0.87,0.064
642,TR12C,7/17/2014,7.7,7.8,30.3,5.3,328,2,0.68,0.11,0.76,0.088
643,TR12C,8/18/2014,7.7,7.6,30.1,5.6,198,0.2,0.81,0.18,0.81,0.1
644,TR12C,9/22/2014,7.5,7.8,28.3,1.5,277,5.2,0.64,0.18,0.95,0.12
645,TR12C,10/15/2014,7.5,7.9,25.8,11,280,5.9,0.96,0.2,0.96,0.13
646,TR12C,11/21/2014,7.8,7.6,23.4,7.5,269,7.5,1.7,0.24,1.2,0.13
647,TR12C,12/15/2014,7.2,7.5,18.8,0.5,270,11,2,0.27,1.3,0.18
648,TR12D,1/13/2014,7.3,10.2,15.5,0.9,71,0.1,0.029,0.02,0.59,0.002
649,TR12D,2/19/2014,7.3,10.4,13.2,0.8,40,0.8,0.057,0.03,0.87,0.008
650,TR12D,3/19/2014,7.4,9,22.5,1,86,0.5,0.027,0.02,0.79,0.003
651,TR12D,4/25/2014,7.1,9,22.3,0.9,64,0.6,0.025,0.02,0.56,0.002
652,TR12D,5/22/2014,7.1,8.3,24.8,1,47,0.2,0.01,0.02,0.23,0.003
653,TR12D,6/19/2014,7,8,28.2,1,54,0.1,0.014,0.02,0.27,0.002
654,TR12D,7/17/2014,7.3,8.1,27.7,4,83,0.4,0.014,0.02,0.21,0.002
655,TR12D,8/18/2014,7.4,8,27.9,0.5,57,0.1,0.013,0.02,0.2,0.004
656,TR12D,9/22/2014,7.4,8.4,25.7,0.5,71,0.1,0.016,0.02,0.3,0.002
657,TR12D,10/15/2014,7.5,8.8,24,1.1,61,0.2,0.015,0.02,0.25,0.002
658,TR12D,11/21/2014,7.6,8.9,22.3,1.1,62,0.7,0.012,0.02,0.32,0.002
659,TR12D,12/15/2014,7.5,9.9,17.1,7.6,51,0.1,0.006,0.02,0.33,0.006
660,TR12E,1/13/2014,7.8,10,17.2,6.6,139,0.1,0.36,0.06,0.7,0.023
661,TR12E,2/19/2014,7.9,10.1,15.7,8.1,156,1.4,0.11,0.04,0.7,0.007
662,TR12E,3/19/2014,8,9,22.8,16,211,0.6,0.14,0.04,0.82,0.009
663,TR12E,4/25/2014,7.6,8.7,22.7,13,177,1,0.075,0.05,0.72,0.008
664,TR12E,5/22/2014,7.8,8,25.4,320,166,1.3,0.082,0.05,0.65,0.017
665,TR12E,6/19/2014,7.6,8,27.9,46,168,0.9,0.015,0.03,0.51,0.004
666,TR12E,7/17/2014,7.9,9,28.9,4.6,234,0.2,0.044,0.02,0.69,0.007
667,TR12E,8/18/2014,7.9,8.5,27.8,7.4,177,0.1,0.015,0.02,0.42,0.005
668,TR12E,9/22/2014,7.9,8.3,26.2,5.4,178,0.3,0.036,0.03,0.53,0.006
669,TR12E,10/15/2014,8,8.6,24,6.7,453,0.5,0.14,0.04,0.52,0.008
670,TR12E,11/21/2014,7.9,8.8,22.3,3.4,161,0.3,0.053,0.03,0.77,0.002
671,TR12E,12/15/2014,7.8,9.4,19.3,3.9,145,0.9,0.052,0.03,0.49,0.004
672,TR12F,1/13/2014,7.5,10.2,15.5,20,100,0.1,0.17,0.11,0.48,0.008
673,TR12F,2/19/2014,7.6,10.5,13.5,2,96,1.3,0.13,0.05,0.59,0.005
674,TR12F,3/19/2014,7.5,9.1,22.2,19,120,1.5,0.15,0.09,0.44,0.006
675,TR12F,4/25/2014,7.5,8.9,22.7,1.7,107,0.6,0.098,0.07,0.58,0.009
676,TR12F,5/22/2014,7,7.4,25.3,13,107,0.6,0.076,0.1,0.53,0.009
677,TR12F,6/19/2014,7.4,8,27.3,5,103,0.6,0.08,0.08,0.31,0.004
678,TR12F,7/17/2014,7.9,8.2,28.1,1.8,104,0.5,0.064,0.06,0.28,0.002
679,TR12F,8/18/2014,7.9,8,27.9,1.8,67,0.1,0.045,0.05,0.29,0.003
680,TR12F,9/22/2014,7.5,8.2,26.4,0.5,115,0.3,0.073,0.06,0.35,0.006
681,TR12F,10/15/2014,7.9,8.7,23.4,5.1,131,0.8,0.16,0.06,0.38,0.032
682,TR12F,11/21/2014,7.6,9.1,21.4,10,105,0.4,0.12,0.05,0.42,0.021
683,TR12F,12/15/2014,7.6,9.6,17.7,11,94,0.1,0.048,0.06,0.44,0.013
684,TR12G,1/13/2014,7.2,10,15,1.3,64,0.1,0.069,0.03,0.01,0.002
685,TR12G,2/19/2014,7.3,10.1,12.9,2.7,74,0.6,0.032,0.04,0.096,0.01
686,TR12G,3/19/2014,7.2,8.7,21.2,1.5,72,0.4,0.02,0.03,0.024,0.004
687,TR12G,4/25/2014,7.3,8.4,22.1,1.8,73,0.5,0.02,0.05,0.12,0.002
688,TR12G,5/22/2014,7.2,7.5,25.2,110,105,0.6,0.021,0.14,0.026,0.048
689,TR12G,6/19/2014,7.2,7.6,26.3,4.2,81,0.4,0.1,0.09,0.083,0.002
690,TR12G,7/17/2014,7.6,7.6,26.5,6,79,0.3,0.016,0.05,0.07,0.002
691,TR12G,8/18/2014,7.7,7.6,26.2,1.9,78,0.1,0.013,0.04,0.059,0.002
692,TR12G,9/22/2014,7.1,7.5,25.5,1.7,90,0.3,0.014,0.04,0.006,0.006
693,TR12G,10/15/2014,7.5,8.3,23,1.5,93,0.1,0.011,0.03,0.038,0.002
694,TR12G,11/21/2014,7.7,8.6,21.1,0.7,70,0.1,0.01,0.02,0.012,0.002
695,TR12G,12/15/2014,7.5,9.2,17.1,6.2,61,0.6,0.011,0.02,0.002,0.002
696,TR12H,1/13/2014,7.3,10.3,14.7,0.6,61,0.1,0.068,0.04,0.87,0.005
697,TR12H,2/19/2014,7.2,10.6,12.6,1.5,73,1.4,0.15,0.06,1.2,0.017
698,TR12H,3/19/2014,7.4,9,21.5,1.3,80,0.6,0.048,0.05,0.81,0.005
699,TR12H,4/25/2014,7.5,8.4,23.7,0.9,2,0.5,0.027,0.05,0.82,0.007
700,TR12H,5/22/2014,7.1,8.1,25.8,3.8,72,0.4,0.019,0.03,0.65,0.014
701,TR12H,6/19/2014,7.3,7.7,28.3,2.7,76,0.5,0.045,0.06,0.59,0.007
702,TR12H,7/17/2014,7.6,8,27.4,1.2,74,0.3,0.011,0.04,0.54,0.006
703,TR12H,8/18/2014,7.6,7.9,28,0.7,77,0.1,0.028,0.08,0.59,0.006
704,TR12H,9/22/2014,7.4,8.1,25.8,1.7,85,0.4,0.028,0.05,0.65,0.013
705,TR12H,10/15/2014,7.5,8.6,23.8,1.9,95,0.9,0.019,0.03,0.67,0.003
706,TR12H,11/21/2014,7.7,9,21.1,0.8,45,0.2,0.046,0.04,0.71,0.011
707,TR12H,12/15/2014,7.5,9.7,16.9,1.2,65,0.7,0.11,0.04,0.79,0.008
708,TR12I,1/13/2014,7.3,7.5,16.9,4,11343,4.7,0.82,0.18,0.75,0.063
709,TR12I,2/19/2014,7.4,8.7,14.1,5.3,15406,6.5,0.84,0.15,0.8,0.15
710,TR12I,3/19/2014,7.2,6.4,22,1.5,21391,2.1,0.74,0.15,0.71,0.12
